id,title,price,currency,location,condition,brand,date_posted,url,scraped_at
15801,Apple iPhone SE 3 128GB 5G (Used),32000,LKR,Kalutara,Used,Apple,18 minutes,https://ikman.lk/en/ad/apple-iphone-se-3-128gb-5g-used-for-sale-kalutara,2026-02-21 10:16:40
15802,Apple iPhone 16 Pro Max 256GB (Used),289000,LKR,Colombo,Used,Apple,19 minutes,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-natural-used-for-sale-colombo-12,2026-02-21 10:16:40
15803,Samsung Galaxy M01s 3GB 32GB (Used),11500,LKR,Colombo,Used,Samsung,19 minutes,https://ikman.lk/en/ad/samsung-galaxy-m01s-3gb-32gb-used-for-sale-colombo-1,2026-02-21 10:16:40
15804,Apple iPhone 12 Pro (Used),94990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kurunegala-1268,2026-02-21 10:16:40
15805,Apple iPhone 16 Pro Max 256GB (Used),284990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-kurunegala-80,2026-02-21 10:16:40
15806,Apple iPhone 15 Pro Max 256GB (Used),244990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-kurunegala-223,2026-02-21 10:16:40
15807,Apple iPhone 12 128GB (Used),78990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kurunegala-688,2026-02-21 10:16:40
15808,Apple iPhone XR Red (Used),48000,LKR,Kandy,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-xr-product-red-used-for-sale-kandy,2026-02-21 10:16:40
15809,Apple iPhone XR (Used),22000,LKR,Kalutara,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-xr-64-gb-used-for-sale-kalutara-55,2026-02-21 10:16:40
15810,Apple iPhone 15 Pro 256GB (Used),214990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-kurunegala-120,2026-02-21 10:16:40
15811,Apple iPhone 12 Pro Max (Used),113000,LKR,Gampaha,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1937,2026-02-21 10:16:40
15812,Apple iPhone 12 Pro Max (Used),113000,LKR,Puttalam,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-puttalam-434,2026-02-21 10:16:40
15813,Apple iPhone 12 Pro Max 256GB (Used),113000,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-kurunegala-641,2026-02-21 10:16:40
15814,Power Bank,10500,LKR,Gampaha,Unknown,Other,2 hours,https://ikman.lk/en/ad/power-bank-for-sale-gampaha-824,2026-02-21 10:16:40
15815,Xiaomi Redmi A3 128GB (Used),18500,LKR,Colombo,Used,Xiaomi,2 hours,https://ikman.lk/en/ad/xiaomi-redmi-a3-128gb-used-for-sale-colombo-9,2026-02-21 10:16:40
15816,Apple iPhone 12 Pro 256GB (Used),98500,LKR,Kurunegala,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-kurunegala-854,2026-02-21 10:16:40
15817,Apple iPhone 12 128GB (Used),80000,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-puttalam-188,2026-02-21 10:16:40
15818,Apple iPhone 14 128GB (Used),120000,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-puttalam-46,2026-02-21 10:16:40
15819,Apple iPhone 12 Pro Max 256GB (Used),126500,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-puttalam-320,2026-02-21 10:16:40
15820,Apple iPhone 12 Pro Max 256GB (Used),126500,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-puttalam-319,2026-02-21 10:16:40
15821,Apple iPhone 17 Pro 256GB (Used),338000,LKR,Kegalle,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-j-a-used-for-sale-kegalle,2026-02-21 10:16:40
15822,Apple iPhone 13 128GB (Used),88500,LKR,Kegalle,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-blue-used-for-sale-kegalle,2026-02-21 10:16:40
15823,Apple iPhone 14 Pro Max 512GB 5G (Used),166000,LKR,Colombo,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-512gb-5g-used-for-sale-colombo-2,2026-02-21 10:16:40
15824,Samsung Galaxy S24 Ultra 12GB 256GB (Used),186500,LKR,Kegalle,Used,Samsung,2 hours,https://ikman.lk/en/ad/samsung-galaxy-s24-ultra-12gb-256gb-used-for-sale-kegalle,2026-02-21 10:16:40
15825,Apple iPhone 16e 128GB (Brand New),164990,LKR,Colombo,Brand New,Apple,N/A,https://ikman.lk/en/ad/apple-iphone-16e-128gb-brand-new-for-sale-colombo-56,2026-02-21 10:16:44
15826,Sony Xperia 1 II 128GB 8GB RAM 5G (Used),37500,LKR,Colombo,Used,Sony,N/A,https://ikman.lk/en/ad/sony-xperia-1-ii-128gb-8gb-ram-5g-used-for-sale-colombo-3,2026-02-21 10:16:44
15827,Samsung Galaxy S23 256GB (Brand New),114990,LKR,Kandy,Brand New,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-brand-new-for-sale-kandy-13,2026-02-21 10:16:44
15828,Apple iPhone 15 Pro 128GB (Used),190000,LKR,Colombo,Used,Apple,18 minutes,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1515,2026-02-21 10:16:44
15829,Apple iPhone SE 3 128GB 5G (Used),32000,LKR,Kalutara,Used,Apple,18 minutes,https://ikman.lk/en/ad/apple-iphone-se-3-128gb-5g-used-for-sale-kalutara,2026-02-21 10:16:44
15830,Apple iPhone 16 Pro Max 256GB (Used),289000,LKR,Colombo,Used,Apple,19 minutes,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-natural-used-for-sale-colombo-12,2026-02-21 10:16:44
15831,Samsung Galaxy M01s 3GB 32GB (Used),11500,LKR,Colombo,Used,Samsung,19 minutes,https://ikman.lk/en/ad/samsung-galaxy-m01s-3gb-32gb-used-for-sale-colombo-1,2026-02-21 10:16:44
